name,num_game,avg_rating
Little Beavers Games,1,6.25
Little Big MMO,1,7.53
Little Cloud Games,1,4.8
Little Games Company,1,10
Little Smart Planet,2,8.33
LittleAngel Studio,1,5
Liu Lidan,4,7.28
Liu baixue,1,5
Live Aliens,1,10
"Live in the Game, LLC  Self",1,7.73
Live the VR,1,6.67
LiveItGames LLC,1,2.4
LivinThing Studio,1,7.5
Lizard Hazard Games,2,8.81
LizardFactory,2,7.94
LizardKing,1,7.3
Llama Software,1,3.39
Llamasoft LTD,2,7.4
Llamasoft Ltd.,2,9.77
Lled Games,1,10
Lo-Fi Games,1,8.9
LoadComplete,1,6.43
LoadUpGames.com,7,7.62
Loading Home,2,7.9
Lobaki,1,6.67
Lock 'n Load Publishing,3,7.57
LockedOn,1,9.09
Lockem Reality,1,3.82
Lockvia Studios,1,10
Locomotivah,2,5.98
Log Games Ltd,1,10
Logan Apple,1,8
Logic Artists,1,7.88
Logic Games,1,0
Logic tree,2,7.63
Logiraffe,1,6
Logtown Studios AB,1,5.52
Lohika Games,1,9.62
Lohsoft,1,9.71
Loiste Interactive,2,9.25
Loju,1,10
Lokator Studio,1,9.22
Lone Artisan Games,1,6.76
LoneDev,1,10
Lonely Boy Studio Inc.,1,8.1
Lonely Dev,1,1.43
Lonely Frontier Studio,1,8.95
Lonely Troops,8,7.61
Loneminded,1,7.8
Long Division LLC,1,8.12
LongArm Interactive,1,0
LongGe,1,10
LongShip LLC,1,10
Longbow Games,4,8.57
Look At My Game;Plug In Digital,1,10
LookAtMyGame;Plug In Digital,3,6.93
Loophole Interactive,1,7.26
LoopyMood,1,9.19
Loot Inside,1,7.92
LootBit,1,5
Lorag Games,1,5
Lord Imperio,1,8
Lord Kres,1,3.22
Lord Rutsah,1,8.89
Lord of the Stack,2,8.33
Lord_Loej,1,5.71
Loren Lemcke,1,8.55
Lorenzo Bellincampi,1,10
Lorenzo Games;Michael L. Fiorentino Gutierrez,2,4.7
Loresoft,1,8.5
Lorestrome,1,7.5
Loria,1,8.68
Los Exaltados,1,8.95
Lospi,2,8.24
Lost Astronaut Studios,1,10
Lost Bra,1,0
Lost Decade Games,2,8.6
Lost Fables,1,7.78
Lost Marble,1,9.33
Lost Mountain,1,10
Lost Spell,1,7.27
Lost Tower Games,1,7.65
Lost in Days Studio,1,10
Lost in the Garden,1,8.78
Lost-Ride Studios,1,7.27
Lostwood,1,8.15
Lothor;Informo,1,8
Lotus GamesTr,1,5
"Loud King Studios, LLC",1,8.33
Loudpak Studios,1,5.46
Love Conquers All Games,3,9.18
LoveTrooper Entertainment L.L.C.,1,6.67
Loveridge Designs,1,0
Low Magic Studios,1,9.12
Lowe Bros. Studios LLC,1,9.07
Lozange Lab;WhisperGames,1,9.52
LuGus Studios,2,8.24
Luandun Games Pte. Ltd.,1,8.1
Lucas Molina,2,7.35
Lucas Parise;Mind Flayer Studios,2,5.95
LucasArts;Lucasfilm;Disney,1,9.66
LucasGame,1,3.87
Lucasfilm;Disney,1,7.6
Lucasfilm;Disney Interactive,4,8.96
Lucid Dream Studio,2,3.5
"Lucid Dreams VR, LLC",1,4.67
Lucid Ferret,1,10
Lucid Games Ltd,1,8.33
Lucid Pixel,3,7.86
Lucid Publishing Ltd,1,6.47
"Lucid Sight, Inc.",1,7.94
Lucid Silence Games,1,10
Lucky Brograms,1,10
Lucky Frame,1,3.42
Lucky Games,4,8.47
Lucky Pause,1,7.83
Lucky You Studio,1,7.4
Ludax174,1,3.33
Ludeme Games,1,5.21
Ludeon Studios,1,9.78
Ludi Dorici,1,10
Ludic Studios,1,9.82
Ludo Land,2,8.5
Ludochip,1,7.6
Ludomo Gamestudio,1,10
Ludomotion,2,9.69
Ludosity,7,9.33
Ludovic Lafferayrie,1,8.33
Ludovic Texier,1,10
Ludus Games,1,8.46
"Luetso, LLC",1,10
Luis Ruiz,1,8.75
Lukas Navratil,1,7.12
Lukas Rustemeyer,1,8.35
Lukayson,1,8.57
Luke Godfrey,1,9.06
Luke Iannini,1,10
Luke O'Connor,2,9.17
Luke Sanderson,1,9.09
Luke Vincent,1,7.5
"Lumatap, LLC",1,10
Lumbernauts,1,9.02
Lumen Labs,1,10
Lumenox ehf,2,7.72
LumiNet,1,8.8
Luminark,1,3.64
Luminosity Mobile,1,8
Luminy Studios,1,3.67
Luna.red,1,5
LunaRolexLer,1,9
Lunacy Interactive,1,10
Lunar Collapse,1,10
Lunar Giant Studios,1,5.86
Lunar Labs,1,5.26
LunarCitySeven,2,5.5
LunarCore Games,6,6.18
Lunarch Studios,1,8.27
Lunarhellgames,4,9.29
Lunatic Pixels,1,8.26
Lunchbox Edu,1,5
"Lunchtime Studios, LLC",1,5.76
Lundar Games,1,10
Luo Zhi En,1,6.59
Lupus Solus Studio,1,7.21
Lupus Studios Limited,3,6.7
Lushboy Studios,1,10
LusionSoft,1,10
Lusionsoft,1,8.72
Lussels,1,6.67
Lust star,1,5.83
LuteGames,2,9.55
Lutem,1,10
Lux Science,1,10
Luxorix Games,1,6.13
Luxuria,1,4.54
Lycanic Studios,1,7.14
LydGameStudio,1,0
Lykke Studios,2,4
LyraVR,1,9.38
Lyubomir Vasilev,1,10
M.BonKov,1,7.14
M.I.M,1,6.59
M.J.H.X. Studio,1,7
M.R.S.;LUAN PLAY Studio,1,0
M.R.Studio,1,0
M2H,4,8.08
M3G1DD0,1,7.5
M4GDEV,1,3.47
MABManZ,1,7.92
MACAMANDI,1,10
MACKINN7,1,8.16
MAD Virtual Reality Studio,1,7.49
MADBones Games,1,8.75
MAENTRUS DIGITAL LAB PT,1,5
MAFIS ,1,10
MAG Studios,3,5.78
MAGES,1,10
MAGIC ERA,1,5.56
MAGIC Spell Studios,4,5.47
MAGICS,1,4.61
MAJ Studio,1,9.47
MAKER.GG,1,8.77
"MAMMOSSIX Co., Ltd.",5,2.06
MAMMOTH,1,10
MATRE,3,6.67
MAVR,1,3.79
MB2 Entertainment,1,9.36
MBDL,2,9.56
MC Games,2,4.77
MCON,1,2.5
MD Lab Games,1,4.29
MDA Digital,1,6.67
MDickie,2,8
MECH'AT;Plug In Digital,1,10
MERJ Media,1,8.43
MFAFB Games LLC,1,5.88
MGFM,1,8.85
MGG Studio,4,6.21
MGP,1,10
MGstudio,1,6.19
MIGALOO GAMES,2,5
"MINTPOT CO.,LTD",1,3.33
MIRAGE VR,1,8.44
MK Games,1,8.75
MK game production,1,2.89
MK-ULTRA Games,1,8.33
MKD games,1,4
MKJ Interactive,1,9.29
MKSM Design LLC,1,9
MKrew,1,10
MLB,1,6
MLB.com,2,4.23
MLG Games,1,8.33
MME,1,10
MMUK ,1,10
MOERS INC,2,2
MOGA Creative,1,0
MOKKOGRAD,1,10
MONKEY WRENCH STUDIO INC.,1,5
MONSTER CITY,1,6.67
MOS Games,1,5
MOVE ON USA CO.,1,6.78
MP Game Studios,1,3.79
MPR ART Hallucinations;Plug In Digital,1,4.7
MPixels,1,9.29
MSI,1,7.39
MSRX22,1,0
MT Worlds,2,8.13
MTbrain iOS Development,1,0
MUIFWEGO,1,7.28
MUVGAMES,1,6.43
MUZBOZ Games,1,9.68
MWC,1,5.25
"MWN TECH.,LTD",1,6.67
MXTreality,1,7.83
MZ Games,2,4.22
Machete Games LLC,1,10
Machine 22,2,5.14
Machine Studios,1,5
MachineSpirit,1,3.82
Machineman1357;Phanom Games,1,3.33
Maciej Kuzianik,1,8.68
Maciej Targoni,3,9.53
Mack Art Productions Inc,1,9.09
MackMediaGames,1,1.67
Mad Catz,1,5
Mad Data GmbH & Co. KG,1,9.03
Mad Devices,1,7.56
Mad Dog Games,1,8
Mad Fellows,1,8.64
Mad Goblin Games,1,6.8
Mad Head Games,1,9.72
Mad Head Games ,1,9.35
Mad Labyrinth Studios LLC,1,6.49
Mad Mimic,1,9
Mad Mimic;Chorus Worldwide,1,9.01
Mad Otter Games,2,6.45
Mad Ram Software,1,5.42
Mad Triangles,2,8.49
Mad Unicorn Games,1,9.41
Mad Vulture Games,2,7.33
MadAboutGamesStudios,1,3.84
MadHoundGames,1,4.62
MadLab Games,1,5
MadOptimist Games,1,1.82
MadOut Games,2,5.35
MadameBerry Games LLC,1,9.23
Madar Games,1,8
Madbox Entertainment,2,5.62
Made In Point,1,5
Made of Bits,1,9.29
MadeOfDinosaurs,1,10
Madgobbler,1,3.33
Madhouse Software,1,6.84
Madmind Studio,1,4.68
Madorium,1,8.5
Madowl Games,1,8.95
Madruga Works,2,7.82
MadskillzVR,1,10
Maelstrom Rabbit,1,5
Mafu Games,2,9.72
MagdalenaTeam,1,4.27
MageC Studio,1,7.33
Magesoft,1,10
Magic Design Studios,1,8.12
Magic Dungeon Studio,1,4.17
Magic House Creative,1,5.93
Magic Item Tech,2,8.09
Magic Masks Team,1,10
Magic Pixel Kft.,1,7.76
Magic Spell Studios,1,8.89
Magic VR,2,2.92
Magic and Mirrors,1,7.62
Magical Hackers,1,6
MagicalTimeBean,2,9.53
Magicbane,2,7.33
Magitech Games,2,9.3
Magnesium Ninja,1,9.13
Magnetic Realms,1,3.98
Magnetic Studio,1,3.2
Magnolia Art,3,8.63
Magory.net,1,8.57
Mahjong Game,3,5.56
Mahjong Knight,1,6
Mahjong Solitaire,1,3.33
Mail.Ru,1,5.95
Maithonis Studios,1,9.38
Majao Games,1,10
Majesco,1,6.67
Majesco Entertainment,5,5.82
Major Games,1,5.82
Majorariatto,3,8.81
MakaB,1,5
"Making Fun, Inc.",1,6.88
Makivision Games,2,6.01
Maksym Pashanin,1,1.52
Male Doll,1,0
Malyarov Andrey,1,5.6
Mamilos Club Studios,2,5.64
MamilosClub,1,8.44
Man Hockey,1,3.85
Man-Eater Games,1,8.53
ManBeardGames,1,8.75
Mana Games,3,8.28
Mana Potion Studios,2,8.96
Mana Wings,1,6.36
Mandlebar,1,8.46
Mandragora,1,6.28
MangaGamer,36,9.24
Mango Protocol,1,9.57
Mango Protocol;WhisperGames,1,9.29
Mangobile,1,10
Maniac Games,1,9.69
"Maniamind Co.,Ltd",1,0
Manic Game Studios,1,7.92
Manic Hyena,3,9.77
Manic Machine,1,10
Manifestors Games Studio,1,2.33
Manipulation Machine,1,5.86
"Mankind, Inc.",1,6
Mannequin Games LLC,1,4.33
Mantis Shrimp Studio,1,10
Mantis Studios,1,7
"Mantis-Eye Labs, LLC",1,10
Manuel Schenk Games,1,5.56
Maple Whispering Limited,3,8.09
Maqna Interactive Ltda - Me,1,6.96
MarWin Studios,1,7.2
MarWin Studios;ThroughView,1,10
Marafigogames,1,5.56
"Marauder Interactive, LLC",1,9.01
Marc Ellis,1,8.05
Marcelo Barbosa,1,9
March Entertainment,1,8.15
Marching Simulator,1,7.58
Marcin Skierski,1,10
Marco Antonio Ayala Virrueta,1,7.5
Marco Tancredi,1,3.5
Marcos Donnantuoni,1,8.42
Marcos Dumont,1,0
Marcos Dumont ,1,2.5
Marcos Rocha,1,8.89
Mardonpol Inc.,1,5.71
Marginal act,4,5.8
Mariano Larronde,1,7.65
MarineVerse,2,8.36
Mario Almaguer,1,10
Mario D'Eliso,1,3.33
Mario Scarfone,2,2.92
Maris Ozols,2,9.52
Marjupi Games,3,9.01
Mark Begenisich,1,10
Mark Chong,1,8.67
Mark Craigie,1,7.65
Mark Hagan,1,7.5
Mark Healey,1,7.02
Mark Hill,1,10
Mark Radocy,2,9.28
Mark Schramm,2,7.67
Mark Sowders,1,8.75
Mark Wortmann,1,9.09
Marker Limited,1,9.52
Marklar,1,3.33
MarksApp,1,5.56
Marlene De Souza Santos,1,7.27
Marmalade Game Studio Ltd,1,8.57
Marshall Latimer,1,5.71
Marshlight Software,1,7.14
Martin Knopf,1,10
Martin Kutlak,1,10
Martin Senovsky,1,7.94
Martin Simeth,1,5
Martov Company,1,8.79
Maru Games,1,8.89
Maru Project Develop Team,1,7.44
Marvellous Soft,1,7.69
Marvelous,4,8.43
Marvelous;Autumn Games,1,9.45
Marxnet,1,7.83
Masahiro Suzuki,1,8.75
Masai Interactive,1,9.23
Masangsoft,1,3.86
"Masangsoft, Inc.",1,6.67
Maschinen-Mensch,1,8.92
Mascot Entertainment,1,7.63
Mash Games,1,8.94
Mashiro,1,10
Mask,1,8
Mason Butterwick,1,5
Mason Lindroth,1,9.76
"Masondogg Studios, LLC.",1,10
Mass Creation,1,8.18
Mass Games,1,5
MassDiGI,1,6.47
MassHive Media,1,8.33
"Massive Catapult Creative, Inc.",1,10
"Massive Damage, Inc.",2,8.05
Master Indie,2,8.44
Master Plan Multimedia LLC,1,10
MasterCalamity Games,1,1.43
Masterbrain Bytes GmbH & Co. KG,1,7.57
Masterstrike,2,7.77
Mastertech,1,3.05
Mastertronic,8,6.58
Mastfire Studios Pty Ltd,1,8.72
Masthead Studios Ltd,1,5.56
Masthead Studios Ltd;Thegamewallstudios;Gamigo AG,1,6.51
Mastiff,4,6.74
Mata;Plug In Digital,1,4.5
Match Connect Challenge,1,10
Mateus Dias Toledo,1,5
Mateusz Kulis,1,2.5
"Math Nerd Productions, LLC",2,5.09
Matheus Medeiros,1,6
Mathias,1,3.33
Matrix Games/GMX Media,1,7.5
Matrix Soup,1,0
Matt Bitner Games,1,9
Matt Glanville,2,9.79
Matt Makes Games Inc.,2,9.55
Matt Roszak,4,9.69
Matterhorn Software LTD,1,6.96
Matthew Brown,9,8.88
Matthew Collins,1,9
Matthew Coyle,1,7.35
Matthew Diaz,1,10
Matthew Finitz;Rebel Phoenix Games,1,5.46
Matthew Giordano,1,7.14
Matthew Jennings,1,8.46
Matthew Kania,1,9.48
Matthew Nuss,1,1.86
Matthew Peacock,1,8.89
Matthew Putnam,1,10
Matthew Roach,1,3.57
Matthew Willis,1,6.67
Matthew.P;Sacred Walrus,2,6.76
Matthias Magnussen,1,9.47
Matthieu Gouby,1,10
Mattrified Games,1,7.27
Mature Games,1,8.87
Maulidan Games,3,6.4
Mauri Republic,1,10
Maurice Fernitz,1,5
Mavenmob,1,10
Maverick Games,1,8.76
Maverick Games Inc.,1,6.92
Max Indie Games,1,4.05
Max Jaeschke,1,5
Maximilian Ritters,3,7.67
Maximum Games,5,4.53
Maximum Games;KISS ltd,1,6.24
Maximus Ludos Studios,1,10
Maximus.ez,1,6.12
Maxwolf;Fox,3,5.09
Mayhem Games USA,2,3.96
MayoNinja Games,1,10
McKay,1,8.86
"McLeodGaming Inc.;World Entertainment Studios, LLC",1,10
McMagic Productions,1,8.76
McMagic Productions s.r.o.,1,6.7
McPoyLE Games,1,7.5
MeDungeon Ltd.,1,8.53
MeRo Games,1,10
Meadow Games,1,8
Mean Mutt Interactive,1,6.67
"Meant, LLC",1,7.14
MeatAtom,1,8.86
Meatball Parm Games,1,0
Mechabit Ltd,2,8.61
Mechanical Boss,1,8.69
Mechanical Monocle,1,10
"Media Impact Co.,Ltd",1,6.67
MediaAtlas,1,8.33
MediaPod,1,10
MediaSpark,1,1.67
MediaTale,1,9.29
Mediatonic,1,7.05
Mediator Software,1,9.47
Medicated Games,1,10
MeepHead LLC,1,5
Meepower,2,4.83
Meerkat Gaming,3,5.8
Mega Boss Game Studio,1,7.46
Mega Cat Studios;Zerouno Games,1,8.67
Mega Crit Games,1,9.63
Mega Dwarf Inc.,2,6.98
Mega Glest Team,1,9.05
MegaTronic Labs,1,6.92
Megalithic Mainframe,1,10
Megamini009,1,8.95
Megaslow Studio,1,10
Megastorm Games,2,8.72
Megaton,2,4.17
Meggic,1,9.2
Mehan Games,1,8.05
Mehsoft,2,8.44
Meka Games,1,6.67
Melancholia Studio,1,8.75
Melancholic Nights Studio,1,7.14
MellowStudios,3,0.71
Meltdown Interactive Media;Plug In Digital,1,6.36
Memorazer Production,1,10
Mengtu Technology Co. Ltd,1,6.43
MentaLoop Games,1,10
Mental Interactive;Doorsta,1,4
Mental Lab Studio,1,10
Mental Zone Digital Game Studios,1,3.85
Meow Studios,2,6.83
Mercier Games,1,8.18
"Mercier Games	",1,8.22
Mercury Aerospace Industries,1,5.38
Mercury Steam Entertainment s.l.,1,4.92
Merge Games,8,7.13
Merge Games;Headup Games,2,6.1
Merge Games;Tagstar Games,1,9.21
Merge Games;Tagstar Games;Delirium Studios,1,8.27
Mergin Studio,1,9.38
Meridian4,13,6.59
Merlin Beer,2,8.33
Mermaid VR Inc.,1,8.27
Merriman Games,1,2.97
Merryacht,1,4
Messhof,3,8.76
Messier Games & Animations,1,3.57
Meta Interaction,1,8.74
Meta Sauce,1,9.38
Metagaming B.V.,1,6.14
Metal Fox,22,3.48
MetalBear,1,5.97
Metalhead Software Inc.,1,8.31
Metanet Software Inc.,1,9.51
Metaphore Games SAS,1,10
Metaverse,1,6.79
Metaverse Studio,1,9
Metaware,1,6.64
"Metaware Limited, LLC",2,4.25
Meteor Shock,1,10
Meteoric Games,1,4.55
Mexond,2,9.02
Mgsstudio,1,7.14
Mi-Clos Studio,2,7.67
MiaoXi Studio,1,4.64
Miaoyue Studio,2,8.54
Michael Acosta,1,1.67
Michael Amzovski,1,4.24
Michael Brough,2,8.16
Michael Burns,1,10
Michael Callaghan,3,6.55
Michael Cheung,1,6.67
Michael Chou VR Lab,1,4.48
Michael Crabbs,1,7.5
Michael Gentry,1,8.75
Michael Hall,1,7.32
Michael Hobbs,1,0
Michael Jendryssek,2,7.2
Michael L. Fiorentino Gutierrez;Lorenzo Games,1,3.33
Michael McCartney,2,8.25
Michael Porter,1,5
Michael Schade,1,7.22
Michael Seaholm,1,7.78
Michael Squirrel,1,9.33
Michael Todd Games,2,7.67
Michael Zahniser,1,9.03
MichaelArts,2,8.11
Michaela Laws,7,8.14
Michal Kruba,1,8.52
Michigan State University,1,8.91
Michiru Michel Nakamura,1,10
Micro Factory Games,2,7.28
Micro Revolution LLC,1,10
Microblast Games,6,6.82
Microids,32,6.5
Microids Indie,14,5.83
Microids Indie;Microids,1,8.72
Microlith Games,3,4.05
Microsoft Corporation,1,9.54
Microsoft Studios,20,8.47
Middle City Games,1,10
Middle Eye,1,6.67
Midnart,1,6.34
Midnight City,1,8.65
Midnight City ;Majesco Entertainment,1,8.73
Midnight City;Majesco Entertainment,2,6.87
Midnight Games EIRL,1,7.22
Midnight Hub,1,8.92
"Midnight Oil Games, LLC",1,5.71
"Midnight Studios, Inc.",1,3.33
"MidnightCoffee, Inc.",1,8.57
Midwest Video Games,1,8.68
Miga,1,6.67
Might and Delight,8,8.22
Mighty Box,1,10
Mighty Fox Studio,1,5
Mighty Games,2,6.57
Mighty Mob Games,1,10
Mighty Rocket Studio,2,8.63
"Mighty Studios, LLC",1,10
MightyCodeDragon,1,10
Miguel Lleras,1,4.14
Mihai Morosanu,12,5.56
"Mika Mobile, Inc.",1,10
Mika Molenkamp,1,9.51
Mika Spin Games,1,6.67
Mikael Mattsson,1,10
Mike Daas,1,8
Mike Harris Design,1,9
Mike Laraman,1,10
Mike Pickering,1,9.09
Mike Prosser,1,7.27
Mike Watson,1,7.86
Mikhail Melnikov,10,5.59
Mikhail Nevsky,1,6.85
Mikhail Ramanousk,1,3.85
Mikori Games,1,9.34
Milan Babuskov,1,10
Milan Matonok,2,8.33
Milan Toth,3,9.23
Milestone S.r.l.,11,7.12
Military Operations,1,5.13
Milk Shake,1,6.67
Milkbag Games,2,9.72
Milkjug Studios,1,4.5
Milkstone Studios,6,8.12
Milky Tea Studios,1,6.96
Millenium Project Enterprises,1,6.15
Millenway,1,1.86
Millia Soft,1,8.8
Milo Games,4,9.19
Mimic,1,2
Mimicry,1,6.67
MinMax Games Ltd.,2,8.56
Mind Crew,1,7.3
Mind Grown Software,1,10
Mind Leak,1,4.91
"Mind's Eclipse Interactive, LLC",1,9.63
Mind's Eye Games,1,10
Mind-altering Games,1,10
MindArk PE AB,1,5.89
"MindShaft Games, LLC",1,9.24
MindWalker Games,1,9.31
Mindfog games,1,5
Mindful Mammoth,1,9.59
Mindmuscle Games,1,5
Mindprobe Labs,1,6.58
"Mindshow, Inc.",1,9.6
Mindstorm Studios,1,5.58
Mindtrick,1,8.33
"Mindware Co.,Ltd.",1,10
"Mindware Co.,Ltd.	",1,9.09
"Mindware Co.,Ltd. ",1,5
Mindwedge,1,10
Mini Fun Games,1,6
Mini IT,1,5.53
Minibeast LLC,1,6.67
Minibrute Games,1,7.69
Miniclip SA,1,8.05
Miniclip.com,1,6.18
Minicore Studios,1,4.88
Minimal Lab,1,6.23
Minimallab,1,8.57
Minindustries Game Factory,1,7.5
Minion Productions Inc.,1,6.67
"Miniwan Technology Co.,Limited",1,7.64
Miniwit Studios,1,10
Minor Faction,1,9.23
Minor Key Games,8,8.14
Minority Media,1,5
Minority Media Inc.,1,6.19
Minosh Digital,1,10
Mint Arcade Ltd.,1,3.85
Minty Soul Games,1,10
Minus2,1,7.28
Mirabolis Studios,1,7.69
Miracle Studio ,1,1.2
Miracle Tea,1,10
Mirador Studio,1,3.89
Miragic Labs,1,3.33
Mirain Mainklain,2,8.27
Mire Studios,1,7.78
Miria Studios,1,8.05
Miris Mind,1,7
Mirko Seithe,1,7.69
Mirthood Games,1,8
Miryn Innovation,1,6.67
Misfits Attic,2,7.2
Miskatonic Studio,1,5.8
Missing Digit,1,8.28
Missing Link Games,3,6.56
Missing Sentinel Software,1,8
MissingNo Studio,1,9.17
Mistaken Visions,1,5.83
Mister-Slam,1,6
MisterTtocS,1,10
Mitch Kuronya,1,8.57
Mitorah Games,2,5.13
Mixed Reality Worlds,1,9.56
Mixed Realms Pte Ltd,1,9
MixedBag Srl,2,9.11
Mixtvision,1,9.27
Mlyst,1,10
MoFunZone Inc,2,7.24
MoMo Games,1,5
MoYi Technology,1,4.23
MoaCube,3,8.4
MobileBits,1,3.95
MobileFusion Apps Ltd,6,6
Mobsoftware,2,5.73
Mocove Studio,3,1.67
Moda Code Games,1,8
Mode 7,4,7.61
Mode4;Plug In Digital,1,8.82
Modern Aeon;JALE CORP,1,2
Modern Alchemy,1,6.67
Modern Dream Ltd,1,7.5
Modern Paradise Media Inc.,1,8.33
Modern Visual Arts Laboratory,1,9.57
Modesty,1,6.18
Modii Games int.,1,5.56
Modularity,1,7.87
Modulesden,1,5.56
Modus Games,2,8.64
Modus Interactive Games,1,8.33
MoeNovel,6,9.04
Moebiusgames,1,7
Mohammad Arkobi,1,9.44
Mohsin Rizvi,1,6.05
Moim,1,6.92
Mojang,2,7.3
MojoTouch,2,5.36
Mokomoto,1,9.8
Mola game,2,8.91
Mole Eyes Entertainment,1,10
Molegato,1,8.5
Moltenplay,1,9.12
Moment Studio,1,7.5
Momentum Games,1,10
Momiji Studios,1,10
Mommy's Best Games,5,8.58
Monandol Games,1,10
Monane,1,8.57
Mongoose Net Ltd.,2,10
Monkey Face Software LLC,1,4.29
Monkey Stories,1,7.52
MonkeyMaw,1,9.59
MonkeyToons,1,8.48
Monkeybin AS,1,8.33
Monkeynetics,1,8.85
Monkeys Crowd Entertainment,1,5
Monkeys Lab.,1,4.56
Monkeys Tales Studio,2,7.5
Monkeys With Keyboards,1,10
Monkeystein Games,2,5.78
"Monochrome, Inc",2,7.12
Monogon Games,1,8.66
Monolith Graphics;The Hideout,1,7.22
Monothetic LLC,1,9.06
Monsieur K,1,6.92
Monster Couch,1,8.29
Monster Mansion,1,10
Monster Tree,1,10
Monstrum,2,8.79
MonteCube,1,10
Monticube,1,7.81
MooCow Games,1,6
Moon Pub Games,1,9.13
Moon and Sea Studios,1,10
MoonShine Games,1,10
Moondrop,1,8.24
Moongate Digital,1,6.19
Moonlight Mouse,1,8.06
Moonlight Studios,1,10
Moonlit Works,2,8.92
Moonpod,2,7.95
Moonradish Inc.,1,9.43
Moonray Studios,1,6.94
Moonshadow Games,1,6.25
"Moonshark, Inc.",1,3.67
Moonster Studio,1,0
Moonware Games,1,1.25
Moonworks,1,9.49
Moonz Studioz,1,5.5
Moped Games,1,10
Moraes Studio,3,9.06
Moral Anxiety Studio,1,10
MoreFromIT Sp. z o.o.,2,4.17
Morenori Soft,1,7.77
Morepork Games,1,10
MorfeoDev,1,8.6
Morganti Livio,1,6.82
Morgondag,2,7.64
Morgopolis Studios,1,8.89
Morla Games,1,10
Morozov Sergey,1,6.42
Morphodox Studios,1,10
Morrow Games,1,3.64
Mosaique Games,1,8
Moss Piglet Games,1,10
Most Ancient,1,8
MostWanted Game Development,1,6.47
Mostly Harmless Games,2,6.14
Motion Games Studio,1,10
Motivation Game Studio,1,10
Motoda Media,1,4
Mottafier,1,10
MouldyMattress,1,1.67
Mountain Dew,1,8.67
Mousechief,2,3.43
Mouseless Media,1,10
"Move Games Co., Ltd.",1,6.19
Movie Games S.A.,5,6.24
Movie Games S.A.;PlayWay S.A.,1,7.73
Moving Dimensions,1,7.93
Moving Pixel Games,1,6
MovingBlocks,1,7.97
Moxie Game Studio,1,10
MoyBatya,2,6.9
Moyosa Media BV,1,8.57
Mozg Labs,2,6.62
Mr Alpaca Games,1,6.67
Mr iLyn. - Gamedev,1,10
Mr. L,1,10
Mr. Paws,1,7.59
Mr. Sam Atlas,2,8.5
Mr. Thee,1,10
Mr.Purple,1,7.5
MuHa Games,2,8.6
MuLong,1,0
Mubarak AlKhuzaee,1,7.5
Mubeat Studio,1,5
Muddy Pixel,1,7.05
Mudpike,1,9.42
Mudvark,1,6.39
Mugle Studio,4,3.43
Muikkumedia Oy;Tunermaxx,1,9.62
Multi-Form,1,5.2
Multi_ChoiceGames,1,4
Multiball Studios,1,7.86
Multiblender Games,1,1.43
Multitool Studios,1,10
Multiverse,2,8.65
Multiverse Games,1,10
MumboJumbo,18,6.69
Munchkin's Lair,2,6.59
Munigis,2,5.33
Munkyfoot Gaming,1,10
Mure VR,1,0
Muro Studios,1,9.52
Murudai,1,9.07
MuscleBird,1,6.67
Muse Games,4,7.18
MuseumSyndicate.com,1,9.22
Mushroom Games,1,7.14
Music Breath,8,3.28
Music Paradise,1,5.62
Music Wars,1,4.6
Musopia,1,7.25
Mustache Games,1,4.58
Mustafa Kosdak,1,10
Mutant Entertainment Studios,4,6.65
"Mutated Software;Ponywolf, LLC",1,9.38
Mute Canary,1,2.86
Muzaku,1,4.74
Mwester Studios,2,9
My Dog Zorro,1,9.87
My Insomnia Presents,1,7.14
My Owl Software,1,10
My.com,6,5.91
MyDream Interactive Inc.,1,8.23
"MyDream Interactive, Inc",1,6.78
MyDreamForever_Old,1,0
MyGamePublisher,1,2.5
Myarcadegames Studios,4,6.47
Mykel Flynn,2,7.42
Mykhail Konokh,6,7.75
Myou,1,9.2
Myoubouh Corp,2,9.44
Myra D'Ann,1,4.29
Myroid-Type Comics,1,8.33
Myron Software,1,9.02
Myrrh creative,1,6.67
Myshkin Entertainment,2,8.59
Mysia Games,1,2
Mysteria Studio,1,5
Mystery Egg Games,1,10
Mystic Box,1,7.72
Mystic cat,1,7.5
Mystified Games,1,5
Mystik'Art,1,4.82
Mystik'art,1,7.04
Mythic Chest,1,9
MythicOwl,1,9.23
Mythical City Games,3,7.87
MythoLogic Interactive,1,8.97
Mythos Method,1,10
N-Tri Studio,4,7.92
N-soft,1,7.27
N.R. Burnette,2,7.44
N3V Games,5,5.32
NAISU,2,9.54
NAK games,1,10
NAPE GAMES,2,8.64
NASA,1,8.94
NASPAPA GAMES,1,8.57
NC,1,8.24
NCTkl,1,7.5
ND Games,2,7.59
ND Games;bitComposer Games,1,6.4
NDMX Game Studios,1,7.17
NEBOCRY,1,3.33
NEBOCRY INTERACTIVE,1,5
NEKO WORKs,1,7.44
NEO.ca,1,6
NEOWIZ,3,6.52
NETGAME Inc,1,5.36
NEUN Games,1,7.14
NEW AUDIO TECHNOLOGY,1,6.9
NEXION X INC.,1,8
NEXON Korea Corp. & NEXON America Inc.,1,7.14
NEXT Studios,2,8.66
"NEXUS Studios, Inc.",1,3.57
NEZOS GAMES,2,2.8
NFA,1,3.71
NGD Studios,2,5.41
